-6.445350050926208496e-01,7.377750277519226074e-01,-2.006555348634719849e-01
-9.972261190414428711e-01,7.293071597814559937e-02,-1.487098261713981628e-02
-7.328338455408811569e-03,9.998888373374938965e-01,-1.298237685114145279e-02
-4.975340366363525391e-01,8.669523596763610840e-01,-2.921501547098159790e-02
-8.689262866973876953e-01,-1.853562518954277039e-02,-4.945944547653198242e-01
-2.447785250842571259e-02,9.996887445449829102e-01,4.835802596062421799e-03
-3.004651665687561035e-01,3.440345823764801025e-01,-8.895846009254455566e-01
-7.670359015464782715e-01,6.414576172828674316e-01,1.371360383927822113e-02
7.125286459922790527e-01,7.013609409332275391e-01,1.989188231527805328e-02
0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
4.979027211666107178e-01,8.672017455101013184e-01,-7.349020801484584808e-03
9.942331910133361816e-01,1.051166504621505737e-01,2.123092301189899445e-02
4.413922131061553955e-02,9.990253448486328125e-01,-4.643391876015812159e-04
8.107953071594238281e-01,5.850709080696105957e-01,1.740716025233268738e-02
-9.885587096214294434e-01,1.478520184755325317e-01,2.985836751759052277e-02
-4.366992712020874023e-01,8.941894769668579102e-01,9.858506172895431519e-02
7.950878888368606567e-02,9.968142509460449219e-01,-6.287927273660898209e-03
9.999873042106628418e-01,3.914183937013149261e-03,3.153285477310419083e-03
9.999935030937194824e-01,2.242458751425147057e-03,-2.820410532876849174e-03
0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
-1.067215576767921448e-01,4.962317273020744324e-02,-9.930498600006103516e-01
0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
-8.155831135809421539e-03,8.689469695091247559e-01,-4.948382377624511719e-01
0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
9.997893571853637695e-01,1.883021928369998932e-02,-8.169606328010559082e-03
-5.476797744631767273e-02,9.978840351104736328e-01,3.503985330462455750e-02
8.141400218009948730e-01,5.800657868385314941e-01,-2.645319700241088867e-02
6.224639415740966797e-01,7.792664170265197754e-01,-7.267992943525314331e-02
-7.928146123886108398e-01,6.083739399909973145e-01,-3.641466796398162842e-02
5.006538033485412598e-01,8.656401038169860840e-01,-3.614293411374092102e-03
9.977122545242309570e-01,6.722157448530197144e-02,-7.163680158555507660e-03
0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
7.462043762207031250e-01,6.653892397880554199e-01,-2.088578604161739349e-02
3.970519825816154480e-02,9.439606070518493652e-01,3.276612758636474609e-01
7.534876465797424316e-01,6.455861926078796387e-01,1.243977695703506470e-01
7.108148932456970215e-01,2.526249364018440247e-02,7.029253840446472168e-01
2.345252931118011475e-01,5.796827077865600586e-01,7.803626656532287598e-01
8.574619293212890625e-01,5.068655014038085938e-01,-8.857990801334381104e-02
2.375740259885787964e-01,9.630632996559143066e-01,-1.267582327127456665e-01
9.998097419738769531e-01,1.488906983286142349e-02,1.260443124920129776e-02
-7.278601080179214478e-02,5.341705083847045898e-01,8.422374129295349121e-01
-9.627648396417498589e-04,1.943275630474090576e-01,9.809362292289733887e-01
